id,language,headline,source,date ,frame
260,English ,At least 15 people killed as Israel hits Gaza's school shelters again,Al-Jazeera English ,19/12/2024,Health and safety 
261,English ,Israel kills five medical staff as another baby freezes to death in Gaza ,Al-Jazeera English ,26/12/2024,Health and safety 
262,English ,Indonesian Hospital out of service as Israel continues to pound north Gaza,Al-Jazeera English ,04/01/2025,Capacity and resources
263,English ,Increasingly impossible' to stay alive in Gaza under Israeli attacks,Al-Jazeera English ,11/01/2025,Quality of life
264,English ,Netanyahu: Israel has the right to restart fighting in Gaza after ceasefire,Al-Jazeera English ,18/01/2025,Security and defense
265,English ,"Israel raids homes of freed Palestinian prisoners, kills one in Gaza",Al-Jazeera English ,25/01/2025,"Law and Order, Crime and Justice"
266,English ,"Palestinians released by Israel show signs of 'torture, starvation'",Al-Jazeera English ,01/02/2025,"Law and Order, Crime and Justice"
267,English ,Tears of joy as freed Palestinians reunited with loved ones in latest swap ,Al-Jazeera English ,08/02/2025,Public opinion
268,English ,"Despite ceasefire, Israel still destroying homes in Gaza",Al-Jazeera English ,15/02/2025,Security and defense
269,English ,Hamas releases six captives in Gaza as part of ceasefire deal ,Al-Jazeera English ,22/02/2025,Political 
270,English ,"Trump threatens Palestinians in Gaza: If you hold captives, 'you are DEAD'",Al-Jazeera English ,05/03/2025,Political 
271,English ,Arab leaders to work with US's witkoff on Gaza reconstruction plan,Al-Jazeera English ,12/03/2025,Policy Prescription and Evaluation
272,English ,Israel kills at least 60 today as strikes on central Gaza expand,Al-Jazeera English ,19/03/2025,Health and safety 
273,English ,"Israel steps up attacks on Gaza civilians, hitting tent camps, aid kitchen",Al-Jazeera English ,26/03/2025,Health and safety 
274,English ,UN: 'Ridiculous' that Israel says enough food in Gaza as bakeries close ,Al-Jazeera English ,01/04/2025,Capacity and resources
275,English ,"UN chief says Palestinians in Gaza in 'death loop', demands end to blockade",Al-Jazeera English ,08/04/2025,Policy Prescription and Evaluation
276,English ,UN chief says 70% of Gaza forcibly displaced or inside Israeli 'no-go zone',Al-Jazeera English ,15/04/2025,Quality of life
277,English ,Israeli forces kill 32 Palestinians in 'heavy waves' of attacks on Gaza,Al-Jazeera English ,22/04/2025,Health and safety 
278,English ,Gaza stalked by starvation as aid piles up during Israeli blockade,Al-Jazeera English ,03/05/2025,Quality of life
279,English ,Children among 21 killed in Israel's attacks on Gaza amid aid blockade,Al-Jazeera English ,10/05/2025,Health and safety 
280,English ,Blocked food by Israel rots at Gaza border as 'clock ticks towards famine',Al-Jazeera English ,17/05/2025,Health and safety 
281,English ,Chaos and desperation' as Israel stymies Gaza aid and bombs civilians,Al-Jazeera English ,24/05/2025,Quality of life
282,English ,"Israel kills more than 70 in Gaza, including 16 in bombing family building ",Al-Jazeera English ,08/06/2025,Health and safety 
283,English ,"Israel kills 59 Palestinians in Gaza, many while trying to get aid",Al-Jazeera English ,15/06/2025,Health and safety 
284,English ,Israel recovers bodies of three Gaza captives as it kills 33 Palestinians,Al-Jazeera English ,22/06/2025,Security and defense
285,English ,Israeli soldiers 'ordered' to shoot at unarmed Gaza aid seekers,Al-Jazeera English ,28/06/2025,"Law and Order, Crime and Justice"
286,English ,Doctors alarmed at rising meningitis cases in Gaza's children ,Al-Jazeera English ,07/07/2025,Health and safety 
287,English ,"Gaza death toll passes 58,000 from Israeli attacks as ceasefire hopes fade",Al-Jazeera English ,13/07/2025,Health and safety 
288,English ,Israeli fire mows down starving Palestinians in Gaza as hunger deaths surge ,Al-Jazeera English ,20/07/2025,Morality
289,English ,Israel kills more than 80 in Gaza as outrage over hunger crisis grows,Al-Jazeera English ,29/07/2025,Health and safety 
290,English ,"Local sports champion': Palestinian boy, 17, dies of starvation in Gaza",Al-Jazeera English ,02/08/2025,Health and safety 
291,English ,Palestinian child killed in Gaza aid airdrop as starvation death toll rises,Al-Jazeera English ,09/08/2025,Health and safety 
292,English ,Israel preparing to forcibly displace Palestinians to southern Gaza,Al-Jazeera English ,16/08/2025,Policy Prescription and Evaluation
293,English ,Israeli attacks kill 63 across Gaza as troops push deeper into Gaza city ,Al-Jazeera English ,23/08/2025,Health and safety 
294,English ,Israel Murders Journalists,Al-Jazeera English ,01/09/2025,"Law and Order, Crime and Justice"
295,English ,Israel targets hamas leadership in attack on Qatar's Doha,Al-Jazeera English ,09/09/2025,Security and defense
296,English ,"Panic in Gaza city as Israel advances on centre, 'sandwiching' population",Al-Jazeera English ,18/09/2025,Quality of life
297,English ,"As world leaders seek ceasefire, Israeli attacks kill 36 people in Gaza",Al-Jazeera English ,23/09/2025,Health and safety 
298,English ,"Kidnapping': Israel intercepts Gaza flotilla; detains activists, Thunberg",Al-Jazeera English ,01/10/2025,"Law and Order, Crime and Justice"
299,English ,"Israel pounds Gaza, killing 70, despite Trump's call for it ti halt bombing ",Al-Jazeera English ,04/10/2025,Health and safety 
300,English ,Hamas demands guarantee of full Israeli withdrawal as Gaza talks intensify ,Al-Jazeera English ,07/10/2025,Political 
301,English ,"Israel PM vows to turn Hamas hideouts in Gaza into 'rubble,' warns residents to leave",Al-Arabiya,07/10/2023,Security and defense
302,English ,"Over 1,100 Israelis and Palestinians killed as Israel pounds Gaza after Hamas attack",Al-Arabiya,08/10/2023,Health and safety
303,English ,Netanyahu vows to demolish Hamas as Israeli troops prepare to move into Gaza,Al-Arabiya,15/10/2023,Security and defense
304,English ,Israel pummels Gaza as US sees 'significant' risk of attacks on Mideast interests,Al-Arabiya,23/10/2023,Security and defense
305,English ,First wounded and foreigners leave Gaza through Rafah crossing ,Al-Arabiya,02/11/2023,Quality of life
306,English ,Israeli forces fight Hamas in north Gaza as civilians' plight worsens,Al-Arabiya,10/11/2023,Security and defense
307,English ,Israel's war on Gaza leaving a catastrophic socioeconomic impact: International NGOs,Al-Arabiya,17/11/2023,Economic 
308,English ,"Hamas releases 13 Israeli hostages, 4 foreign nationals in delayed second exchange",Al-Arabiya,25/11/2023,"Law and Order, Crime and Justice"
309,English ,Israel expands offensive in Gaza as death toll mounts,Al-Arabiya,05/12/2023,Security and defense
310,English ,Palestinian FM accuses Israel of starving Gazans; Israel calls charge 'obscene',Al-Arabiya,13/12/2023,"Law and Order, Crime and Justice"
311,English ,Israeli hostages killed by Israeli army in Gaza were holding white flag,Al-Arabiya,17/12/2023,"Law and Order, Crime and Justice"
312,English ,Palestinians recount 'torture' in Israeli army custody,Al-Arabiya,25/12/2023,"Law and Order, Crime and Justice"
313,English ,Israel looks at new phase of Hamas war as fighting continues in Gaza,Al-Arabiya,02/01/2024,Security and defense
314,English ,"Over 23,000 Palestinians killed in Israeli strikes on Gaza since Oct.7: ministry",Al-Arabiya,08/01/2024,Health and safety
315,English ,"Battle of Khan Younis threatens Gaza's biggest hospital as death toll rises to 24,620",Al-Arabiya,18/01/2024,Health and safety
316,English ,Hamas releases video of three Israeli hostages held in Gaza ,Al-Arabiya,26/01/2024,"Law and Order, Crime and Justice"
317,English ,"Israel keeps pressure on Gaza's last two refugee cities as death toll rises to 27,238",Al-Arabiya,03/02/2024,Security and defense
318,English ,Senior Hamas official in Lebanon survives Israeli assassination attempt: Source,Al-Arabiya,10/02/2024,Security and defense
319,English ,Israel Parliament backs Netanyahu's opposition to 'unilateral' Palestinian state ,Al-Arabiya,21/02/2024,Political
320,English ,Israeli delegation heads to Qatar for Gaza ceasefire deal push ,Al-Arabiya,27/02/2024,Political
321,English ,Worldwide condemnations pour in after Israel opens fire on Gazans scrambling for aid,Al-Arabiya,01/03/2024,External Regulation and Reputation
322,English ,UN expert: Israel is destroying Gaza's food system as part of 'starvation campaign',Al-Arabiya,07/03/2024,"Law and Order, Crime and Justice"
323,English ,Aid sent from Cyprus reaches starving people in northern Gaza: World Central Kitchen ,Al-Arabiya,19/03/2024,Health and safety
324,English ,"Israeli strike on Gaza's Al-Aqsa hospital kills four, injures 17: WHO",Al-Arabiya,31/03/2024,Health and safety
325,English ,Israel says it was targeting 'Hamas gunman' when it killed WCK aid workers in Gaza,Al-Arabiya,05/04/2024,"Law and Order, Crime and Justice"
326,English ,"Hamas says submitted response to Gaza truce mediators, insists on permanent ceasefire ",Al-Arabiya,14/04/2024,Political
327,English ,"Israel pounds Gaza in light of heightened West Bank violence, US aid to Israel",Al-Arabiya,21/04/2024,Security and defense
328,English ,At least 13 Pelestinians killed in Israeli strikes on Rafah: Medical officials,Al-Arabiya,28/04/2024,Health and safety
329,English ,"Rafah's 700,000 women and girls in danger with imminent Israeli operations: UN women ",Al-Arabiya,07/05/2024,Health and safety
330,English ,Israel strikes Gaza's Rafah after fresh evacuation order,Al-Arabiya,12/05/2024,Security and defense
331,English ,US says Israel taking into account its concerns over Rafah military operation,Al-Arabiya,22/05/2024,External Regulation and Reputation
332,English ,Israel launches fresh strikes on Gaza despite global outcry over deadly Rafah attack ,Al-Arabiya,29/05/2024,External Regulation and Reputation
333,English ,Israel battles Hamas as mediators urge both sides to accept Gaza truce plan,Al-Arabiya,03/06/2024,Political
334,English ,"Hamas says it accepts UN-backed Gaza truce plan, US cites 'hopeful sign'",Al-Arabiya,11/06/2024,Political
335,English ,"Israeli forces deepen Rafah invasion, kill 17 in central camps",Al-Arabiya,18/06/2024,Security and defense
336,English ,"Israeli airstrikes kill at least 24 in Gaza City, health officials say ",Al-Arabiya,26/06/2024,Health and safety
337,English ,"Around 250,000 in southern Gaza hit by Israel's new evacuation  order: UN",Al-Arabiya,02/07/2024,Quality of life
338,English ,Hamas says mediators have not yet provided updates on Gaza ceasefire talks,Al-Arabiya,11/07/2024,Political
339,English ,Gaza hospital says newborn saved from dead mother's womb,Al-Arabiya,20/07/2024,Health and safety
340,English ,"Israeli forces advance in south Gaza, more people displaced, residents say",Al-Arabiya,29/07/2024,Quality of life
341,English ,Israeli delegation to travel to Cairo for Gaza hostage negotiations ,Al-Arabiya,04/08/2024,Political
342,English ,Hamas official says group is losing faith in US as mediator in Gaza ceasefire talks,Al-Arabiya,15/08/2024,External Regulation and Reputation
343,English ,Hamas says Biden remarks 'green light' for Israel to continue war,Al-Arabiya,20/08/2024,External Regulation and Reputation
344,English ,Gaza talks resume in Cairo as suffering worsens under Israeli campaign ,Al-Arabiya,24/08/2024,Political
345,English ,Israel’s Netanyahu unbowed by pressure as Gaza war rages on,Al-Arabiya,03/09/2024,Political
346,English ,Red Crescent: Dozens killed ‘while sleeping’ in Israeli airstrike on Gaza camp,Al-Arabiya,10/09/2024,Health and safety
347,English ,"At least 41,252 Palestinians killed in Gaza since Oct. 7: Ministry",Al-Arabiya,17/09/2024,Health and safety
348,English ,"Israeli bombardments on Gaza kill at least 15 Palestinians, mostly children",Al-Arabiya,24/09/2024,Health and safety
349,English ,"Israeli bombardment kills 29 people in Gaza, militants renew rocket fire into Israel",Al-Arabiya,04/10/2024,Security and defense
350,English ,Israeli strikes kill at least 12 Palestinians in Gaza: Reports,Al-Arabiya,09/10/2024,Health and safety
351,English ,Israel sends more troops into north Gaza,Al-Arabiya,18/10/2024,Security and defense
352,English ,Twenty reported killed in Gaza as Israel intensifies siege of north,Al-Arabiya,23/10/2024,Health and safety
353,English ,"Health ministry in Gaza says war death toll at 43,374",Al-Arabiya,4/11/2024,Health and safety
354,English ,"Dozens killed and wounded in Israeli strike on northern Gaza’s Jabalia, medics say",Al-Arabiya,10/11/2024,Health and safety
355,English ,Hamas: No hostages-for-prisoners swap deal with Israel unless Gaza war ends,Al-Arabiya,20/11/2024,Political
356,English ,Gaza progress slow as Israeli violence persists amid accusations of ceasefire breaches,Al-Arabiya,24/11/2024,Political
357,English ,"Israel has committed genocide against Palestinians in Gaza, Amnesty report says",Al-Arabiya,05/12/2024,"Law and Order, Crime and Justice"
358,English ,"Gaza mediators intensify ceasefire efforts, Israeli strikes kill 20 people",Al-Arabiya,18/12/2024,Political
359,English ,"Health ministry in Gaza says war death toll at 45,227",Al-Arabiya,21/12/2024,Health and safety
360,English ,"Gaza babies freezing to death due to cold weather, lack of shelter: UNRWA chief",Al-Arabiya,28/12/2024,Health and safety
361,English ,"At least 45,805 Palestinians killed in Gaza since Oct. 7, 2023, health ministry says",Al-Arabiya,05/01/2025,Health and safety
362,English ,Top Israeli security delegation arrives in Doha for Gaza talks,Al-Arabiya,12/01/2025,Political
363,English ,Gazans cheer as ceasefire between Israel and Hamas kicks off,Al-Arabiya,19/01/2025,Public opinion
364,English ,Hamas says Israel violating truce by blocking Gazans’ return to territory’s north,Al-Arabiya,26/01/2025,Political
365,English ,Hamas says talks on second phase of Gaza ceasefire deal have started,Al-Arabiya,04/02/2025,Political
366,English ,Netanyahu says ceasefire will end if Hamas does not return hostages by Saturday noon,Al-Arabiya,11/02/2025,Political
367,English ,"Hamas to free six Israeli Gaza hostages, hand over four bodies this week",Al-Arabiya,18/02/2025,Political
368,English ,Israel mourns Bibas family as Hamas signals breakthrough on hostages,Al-Arabiya,26/02/2025,Public opinion
369,English ,Israel military conducts air strike on militants planting explosives in Gaza,Al-Arabiya,09/03/2025,Security and defense
370,English ,"Israel kills three in latest Gaza strike, local medics say",Al-Arabiya,17/03/2025,Health and safety
371,English ,Israel strikes kill 23 in Gaza Strip as military expands evacuation orders,Al-Arabiya,25/03/2025,Security and defense
372,English ,"Health ministry in Gaza says 1,001 killed since Israel resumed strikes",Al-Arabiya,31/03/2025,Health and safety
373,English ,Gaza rescuers say at least 30 killed by Israel fire since dawn,Al-Arabiya,04/04/2025,Health and safety
374,English ,Hamas says will free all Israeli hostages if end to Gaza war guaranteed,Al-Arabiya,14/04/2025,Political
375,English ,Israel says no humanitarian aid will enter Gaza,Al-Arabiya,16/04/2025,Policy Prescription and Evaluation
376,English ,"Gaza ministry says hundreds of war missing confirmed dead, toll at 52,243",Al-Arabiya,27/04/2025,Health and safety
377,English ,Netanyahu says new Gaza offensive will be intensive,Al-Arabiya,05/05/2025,Security and defense
378,English ,"At least 10 killed, including children, in Israeli strikes on Gaza: Civil defense",Al-Arabiya,12/05/2025,Health and safety
379,English ,"Israel lets some baby food into Gaza, first aid since March",Al-Arabiya,19/05/2025,Capacity and resources
380,English ,"Palestinian official says Hamas agrees to Gaza proposal, Israel dismisses it",Al-Arabiya,26/05/2025,Political
381,English ,Israel army issues evacuation warning for parts of Gaza City,Al-Arabiya,06/06/2025,Security and defense
382,English ,"Israeli fire kills 35 people in Gaza, many at aid site, medics say",Al-Arabiya,14/06/2025,Health and safety
383,English ,Gaza rescuers say Israeli forces killed 21 people waiting for aid,Al-Arabiya,24/06/2025,Quality of life
384,English ,Israeli soldiers reportedly told to shoot Palestinians near aid sites in Gaza,Al-Arabiya,28/06/2025,"Law and Order, Crime and Justice"
385,English ,Gaza civil defense says Israeli forces kill 69 people,Al-Arabiya,03/07/2025,Health and safety
386,English ,Israel says would negotiate permanent Gaza ceasefire during 60-day truce,Al-Arabiya,10/07/2025,Political
387,English ,"Israeli strikes kill 22 in Gaza, two die in church late pope often spoke to",Al-Arabiya,17/07/2025,Health and safety
388,English ,Israel examining Hamas’ response to Gaza ceasefire proposal as fighting continues,Al-Arabiya,24/07/2025,Political
389,English ,Hamas says it won’t disarm unless independent Palestinian state established,Al-Arabiya,02/08/2025,Political
390,English ,Palestinian Authority slams Israel’s escalation in Gaza,Al-Arabiya,09/08/2025,Political
391,English ,"Israeli military prepares to relocate residents to southern Gaza, spokesperson says",Al-Arabiya,16/08/2025,Policy Prescription and Evaluation
392,English ,Israel pounds Gaza City outskirts as military push quickens,Al-Arabiya,29/08/2025,Security and defense
393,English ,"Israel sends tanks deeper in Gaza City, more families flee",Al-Arabiya,01/09/2025,Quality of life
394,English ,Israeli foreign minister calls for Hamas’ surrender as military pounds Gaza,Al-Arabiya,07/09/2025,Security and defense
395,English ,Palestinians flee Gaza City under Israeli bombardment,Al-Arabiya,14/09/2025,Quality of life
396,English ,Israeli strikes kill at least 31 people in Gaza City as tanks advance,Al-Arabiya,21/09/2025,Health and safety
397,English ,Israel ramps up Gaza City offensive as Hamas weighs Trump plan,Al-Arabiya,01/10/2025,Political
398,English ,Gaza civil defense says at least 57 killed in Israeli strikes since dawn,Al-Arabiya,04/10/2025,Health and safety
399,English ,Israel army chief warns fighting in Gaza will resume if talks fail,Al-Arabiya,05/10/2025,Security and defense
400,English ,"After two years of war in Gaza, how many Palestinians has Israel killed?",Al-Arabiya,07/10/2025,Health and safety
401,Arabic,"يوم من الارتباك والخوف في إسرائيل بسبب ""طوفان الأقصى""",BBC-Arabic,08/10/2023,Security and defense 
402,Arabic,ما الذي دار ليلا في حرب غزة؟,BBC-Arabic,08/10/2023,Other
403,Arabic,قرار إسرائيل بقطع الإمدادات عن قطاع غزة ينذر بتفاقم الوضع الإنساني,BBC-Arabic,09/10/2023,Quality of life 
404,Arabic,حرب غزة: مواقع التواصل تتحوّل إلى سجلّ لتوثيق مقتل عائلات بالكامل,BBC-Arabic,12/10/2023,Quality of life 
405,Arabic,حرب غزة: قصة فتاة فقدت 26 فردا من عائلتها دفعة واحدة، وعلمت عن طريق التلفاز,BBC-Arabic,1/11/2023,Quality of life 
406,Arabic,"نازح إلى الجنوب: ""أنا متعب جداً لا أعرف إلى أين نذهب""",BBC-Arabic,11/11/2023,Quality of life 
407,Arabic,"""اقتحام مستشفى الشفاء يظهر حدود النفوذ الأمريكي على إسرائيل"" – الإندبندنت",BBC-Arabic,17/11/2023,External Regulation and Reputation
408,Arabic,غموض حول توقيت وصول المساعدات الطبية المهمة إلى مستشفيات غزة,BBC-Arabic,24/11/2023,Health and safety 
409,Arabic,حرب غزة: أطفال معتقلون في السجون الإسرائيلية وبينهم من لم يتجاوز الـ12 عاماً,BBC-Arabic,02/12/2023,Morality
410,Arabic,"حرب غزة: ما هو القرار رقم 377 ""متحدون من أجل السلام"" في الجمعية العامة للأمم المتحدة؟",BBC-Arabic,12/12/2023,Constitutionality and Jurisprudence
411,Arabic,لا مكان في المشفى يتسع لناجٍ وحيد من قصف منزل في خان يونس,BBC-Arabic,21/12/2023,Health and safety 
412,Arabic,"كتائب القسام تقول إن مقاتليها ""يخوضون اشتباكات مسلحة ضارية بالأسلحة الثقيلة والمتوسطة مع القوات الإسرائيلية المتوغلة في محور مشترك بين جباليا البلد والمعسكر شمال قطاع غزة""",BBC-Arabic,24/12/2023,Security and defense 
413,Arabic,حرب غزة: في اليوم الـ90 للحرب 4 في المئة من السكان قتلوا أو فقدوا أو أصيبوا، والقصف الإسرائيلي يقتل العشرات في أماكن النزوح,BBC-Arabic,04/01/2024,Quality of life 
414,Arabic,حرب غزة: لماذا يتعثر وصول المساعدات الإنسانية إلى القطاع؟,BBC-Arabic,10/01/2024,Capacity and Resources
415,Arabic,ماذا نعرف عن المساجد والكنائس المدمّرة في غزة؟,BBC-Arabic,18/01/2024,Cultural Identity
416,Arabic,كل الدلائل تشير إلى تفاقم الوضع في رفح، على الرغم من صعوبة تصديق ذلك,BBC-Arabic,09/02/2024,Quality of life 
417,Arabic,هل بات اتفاق وقف إطلاق النار في غزة قريباً؟,BBC-Arabic,29/02/2024,Political 
418,Arabic,الولايات المتحدة تنفذ أول عملية إنزال جوي للمساعدات الإغاثية في قطاع غزة، فماذا نعرف عنها؟,BBC-Arabic,02/03/0204,External Regulation and Reputation
419,Arabic,"حجم المعاناة في غزة يجعل من الصعب نفي الاتهامات بارتكاب ""جرائم حرب""",BBC-Arabic,31/03/2024,"Law and Order, Crime and Justice"
420,Arabic,الذخائر غير المنفجرة، قنابل موقوتة بعد الحرب في غزة,BBC-Arabic,03/04/2024,Health and safety 
421,Arabic,إسرائيل تُعلن السماح بإدخال المساعدات الإنسانية إلى شمال قطاع غزة مؤقتاً,BBC-Arabic,05/04/2024,Policy Prescription and Evaluation
422,Arabic,ما فرص التطبيع الإسرائيلي السعودي في ظل الحرب الدائرة في غزة؟,BBC-Arabic,30/04/2024,Policy Prescription and Evaluation
423,Arabic,عدنان البرش.. وفاة الطبيب الفلسطيني الأشهر في سجن إسرائيلي,BBC-Arabic,03/05/2024,"Law and Order, Crime and Justice"
424,Arabic,"تقصي الحقائق: هل أصابت الضربة الإسرائيلية ""منطقة آمنة"" في رفح؟",BBC-Arabic,28/05/2024,"Law and Order, Crime and Justice"
425,Arabic,نقطة حوار: إلى أين وصل الجوع بأطفال غزة بعد ثمانية أشهر من الحرب؟,BBC-Arabic,04/06/2024,Quality of life 
426,Arabic,"المكتب الحكومي في غزة يحذر من ارتفاع الوفيات بسبب المجاعة, وتسجيل حالات ""تسمم"" شمالي غزة",BBC-Arabic,24/06/2024,Health and safety 
427,Arabic,أبو عبيدة يعلن تجنيد آلاف المقاتلين الجدد، ونتنياهو يقول إن الصفقة يجب أن تسمح باستمرار القتال,BBC-Arabic,07/06/2024,Security and defense
428,Arabic,"هنية يطالب مصر وقطر بعمل كل ما يلزم لوقف ""المجازر"" وحماس تؤكد قرارها ""وقف المفاوضات""",BBC-Arabic,14/07/2024,Political
429,Arabic,"مقتل عشرات الفلسطنين في مختلف أنحاء قطاع غزة, والكنيست يتبني مشروع قرار يؤكد ""رفض اقامة دولة فلسطينية""",BBC-Arabic,24/07/2024,Health and safety 
430,Arabic,إصابة جنود إسرائيليين جنوبي القطاع، وإسرائيل تُسلم 80 جثمانا لفلسطينيين كانت تحتجزهم,BBC-Arabic,05/08/2024,Security and defense 
431,Arabic,"غزة اليوم: ""كدت أجزم أن لا عالم خارج حدودك ياغزة"" منة بشير، الشابة الغزية تنادي بوجع الألم على من تحب في غزة.",BBC-Arabic,11/08/2024,Other
432,Arabic,"إسرائيل توافق على ""هدنات إنسانية"" في غزة للتلقيح ضد شلل الأطفال",BBC-Arabic,29/08/2024,Health and safety 
433,Arabic,"انطلاق حملة التطعيم ضد شلل الأطفال في غزة، ونتنياهو يقول إن هذه الهدن الموقتة ""ليست وقفا لإطلاق النار""",BBC-Arabic,01/09/2024,Health and safety 
434,Arabic,"معتز عزايزة: ""كل بيت في غزة فقد شخصا واحدا على الأقل""",BBC-Arabic,02/09/2024,Quality of life 
435,Arabic,استمرار الغارات على غزة,BBC-Arabic,03/09/2024,Security and defense 
436,Arabic,حكومة اليمين المتطرف في إسرائيل تريد استغلال يوم 7 أكتوبر لاحتلال غزة واستيطانها,BBC-Arabic,08/10/2024,Political
437,Arabic,قتلى وجرحى في غارات إسرائيلية على مخيم جباليا ومستشفى شهداء الأقصى ومخيم النصيرات في قطاع غزة,BBC-Arabic,14/10/2024,Health and safety 
438,Arabic,شجرة زيتون وحيدة نجت من قصف مزرعة كاملة في غزة,BBC-Arabic,15/10/2024,Cultural Identity
439,Arabic,"حماس تعلن مقتل يحيى السنوار في ""مواجهة عسكرية"" في غزة",BBC-Arabic,18/10/2024,Security and defense 
440,Arabic,"""تشاهدوننا نحترق وتلتزمون الصمت"" معاناة أسرة فلسطينية بعد احتراق أم وابنيها في مخيم دير البلح",BBC-Arabic,19/10/2024,Morality
441,Arabic,كيف ستؤثر مذكرات الاعتقال بحق نتنياهو وغالانت على حرب غزة ولبنان؟,BBC-Arabic,22/11/2024,Policy prescription and evaluation
442,Arabic,"الجيش الإسرائيلي يحقق بـ""مزاعم"" مقتل رهينة لدى حماس، ومئات الغزيين ينزحون قسراً تحت ظروف ""مزرية""",BBC-Arabic,24/11/2024,"Law and Order, Crime and Justice"
443,Arabic,حينما تصبح ربطة خبز أغلي هدية يقدمها المقبلون علي الزواج في غزة,BBC-Arabic,13/12/2024,Quality of life
444,Arabic,قصف إسرائيلي يطال خيام نازحين في خان يونس,BBC-Arabic,22/12/2024,Quality of life
445,Arabic,مقتل جنديين إسرائيليين وإصابة آخريْن بجروح خطيرة خلال اشتباكات شمال قطاع غزة,BBC-Arabic,06/01/2025,Security and defense
446,Arabic,صفقة الرهائن هي أول اختبار حقيقي لترامب,BBC-Arabic,10/01/2025,Political
447,Arabic,مسؤولون فلسطينيون وإسرائيليون يرجحون التوصل إلى اتفاق وقف إطلاق النار بحلول الغد على أقصى تقدير,BBC-Arabic,15/01/2025,Political
448,Arabic,نتنياهو ضحى بالرهائن الإسرائيليين من أجل مصلحته الشخصية,BBC-Arabic,15/01/2025,Political
449,Arabic,وقف إطلاق النار في غزة لن ينهي الصراع,BBC-Arabic,16/01/2025,Security and defense
450,Arabic,سكان غزة يترقبون وقف إطلاق النار ويخشون مفاجآت اللحظة الأخيرة,BBC-Arabic,18/01/2025,Public opinion
451,Arabic,غزيون يعربون عن فرحتهم ببدء سريان وقف إطلاق النار في غزة,BBC-Arabic,19/01/2025,Public opinion
452,Arabic,هل يجد مقترح ترامب لتهجير سكان غزة آذاناً صاغية؟,BBC-Arabic,01/02/2025,Policy Prescription and Evaluation
453,Arabic,"خطة ترامب بشأن غزة ""تتعارض مع القانون الدولي""",BBC-Arabic,05/02/2025,Constitutionality and Jurisprudence
454,Arabic,ترامب: إسرائيل ستسلم غزة لأمريكا بعد الحرب، ووزير الخارجية الإسرائيلي يقول إن لا تفاصيل لدينا حول الخطة,BBC-Arabic,06/02/2025,Political
455,Arabic,"انسحاب إسرائيلي مرتقب من نتساريم، ونتنياهو يتعهد بـ ""تدمير"" حماس",BBC-Arabic,08/02/2025,Security and defense
456,Arabic,إسرائيل وحماس تتبادلان الدفعة السادسة من الرهائن والسجناء ضمن صفقة وقف إطلاق النار في غزة,BBC-Arabic,15/02/2025,Policy Prescription and Evaluation
457,Arabic,تسليم رفات 4 رهائن إسرائيليين الخميس، وحماس تبدي استعدادها للإفراج عن جميع الرهائن,BBC-Arabic,19/02/2025,Policy Prescription and Evaluation
458,Arabic,"توافق أمريكي إسرائيلي على ""هدنة في غزة"" خلال رمضان وعيد الفصح، وحماس تتمسك بتطبيق المرحلة الثانية من اتفاق وقف اطلاق النار",BBC-Arabic,01/03/2025,Political
459,Arabic,مسؤولون فلسطينيون لبي بي سي: فشل محادثات وقف إطلاق النار,BBC-Arabic,15/03/2025,Political
460,Arabic,مقتل عشرات الفلسطينيين في غارات إسرائيلية عنيفة على غزة، والجيش يحذر سكان القطاع من التنقل عبر محور صلاح الدين,BBC-Arabic,20/03/2025,Security and defense
461,Arabic,إسرائيل تطلب إخلاء منطقة تل السلطان جنوبي قطاع غزة، وحماس تعلن مقتل قيادي في الحركة بغارة غرب خان يونس,BBC-Arabic,23/03/2025,Security and defense
462,Arabic,"الناجي الوحيد من الهجوم على فريق المسعفين، يروي لبي بي سي تفاصيل الحادث، والجيش الإسرائيلي يقر بأن روايته الأولى ""غير دقيقة""",BBC-Arabic,03/04/2025,Quality of life
463,Arabic,نتنياهو يزور البيت الأبيض الأسبوع المقبل، وعملية إسرائيلية برية جديدة في غزة,BBC-Arabic,04/04/2025,Political
364,Arabic,"إسرائيل تقول إنها تواصل العمليات العسكرية ""ضد حماس""، والحركة تدين ""جريمة"" استهداف أطفال بحي التفاح",BBC-Arabic,06/04/2025,Security and defense
465,Arabic,"وفاة طفل في غزة بعد توقف أجهزة العناية في المستشفى المعمداني، وإسرائيل تقول ""إن الغارة لم تُصب المدنيين""",BBC-Arabic,12/04/2025,Health and safety
466,Arabic,"أكثر من 40 قتيلاً فلسطينياً في غارات إسرائيلية على غزة، وحماس تعلن رفضها لـ""الصفقات الجزئية"" وتسليم السلاح",BBC-Arabic,18/04/2025,Security and defense
467,Arabic,قصف مركز شرطة جباليا ضمن غارات متواصلة على غزة والجيش الإسرائيلي يقول انه مقر لمقاتلي حماس,BBC-Arabic,24/04/2025,Security and defense
468,Arabic,أسطول الحرية: السفينة المتوجهة إلى غزة تتعرض لقصف بمسيّرة ومالطا تؤكد سلامة جميع ركابها,BBC-Arabic,02/05/2025,Security and defense
469,Arabic,"وزير إسرائيلي يهدد ""بتدمير غزة بالكامل""، وحماس تقول ""لا معنى للمفاوضات مع حرب التجويع""",BBC-Arabic,06/05/2025,Security and defense
